price,beds,baths,prop_type,address,link,is_shared,room_type_single,room_type_double,room_type_twin,room_type_shared
2175.0,1,1.0,Apartment,"Occu Owenmore, Station Road, Raheny, Dublin 5",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-occu-owenmore-station-road-raheny-dublin-5/6116517,0,0,0,0,0
2550.0,2,2.0,Apartment,"Occu Owenmore, Station Road, Raheny, Dublin 5",https://www.daft.ie/for-rent/apartment-two-bed-apartment-occu-owenmore-station-road-raheny-dublin-5/6116518,0,0,0,0,0
2000.0,1,1.0,Apartment,"O'Neill Court , Main Street, Belmayne, Dublin 13",https://www.daft.ie/for-rent/apartment-1-bed-oneill-court-main-street-belmayne-dublin-13/5987932,0,0,0,0,0
2450.0,2,2.0,Apartment,"O'Neill Court , Main Street, Belmayne, Dublin 13",https://www.daft.ie/for-rent/apartment-2-bed-oneill-court-main-street-belmayne-dublin-13/5987931,0,0,0,0,0
3000.0,3,2.0,Apartment,"O'Neill Court , Main Street, Belmayne, Dublin 13",https://www.daft.ie/for-rent/apartment-3-bed-oneill-court-main-street-belmayne-dublin-13/5987935,0,0,0,0,0
1990.0,0,0.0,Studio,"Niche Living, Serviced Studio Apartments, Ardee Road, Rathmines, Dublin 6",https://www.daft.ie/for-rent/studio-apartment-serviced-studio-apartments-niche-living-serviced-studio-apartments-ardee-road-rathmines-dublin-6/5705486,0,0,0,0,0
2295.0,1,1.0,Apartment,"Newmarket Yards, Dublin City Centre, Dublin 8",https://www.daft.ie/for-rent/apartment-newmarket-yards-1-bed-newmarket-yards-dublin-city-centre-dublin-8/5527308,0,0,0,0,0
2500.0,1,1.0,Apartment,"Newmarket Yards, Dublin City Centre, Dublin 8",https://www.daft.ie/for-rent/apartment-newmarket-yards-1-bed-type-a-newmarket-yards-dublin-city-centre-dublin-8/5542051,0,0,0,0,0
1990.0,0,0.0,Studio,"Niche Living, Serviced Studio Apartments,  Eblana Avenue, Dun Laoghaire, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-studio-niche-living-serviced-studio-apartments-eblana-avenue-dun-laoghaire-co-dublin/4549770,0,0,0,0,0
2350.0,0,0.0,Studio,"Marshall Yards, East Road, Dublin 3",https://www.daft.ie/for-rent/studio-apartment-studio-apartment-marshall-yards-east-road-dublin-3/6141917,0,0,0,0,0
2500.0,1,1.0,Apartment,"Marshall Yards, East Road, Dublin 3",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-marshall-yards-east-road-dublin-3/6141962,0,0,0,0,0
3400.0,2,2.0,Apartment,"Marshall Yards, East Road, Dublin 3",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-marshall-yards-east-road-dublin-3/6141979,0,0,0,0,0
2650.0,1,1.0,Apartment,"Eglinton Place , Eglinton Road, Dublin 4",https://www.daft.ie/for-rent/apartment-1-bed-apartment-eglinton-place-eglinton-road-dublin-4/5811432,0,0,0,0,0
3550.0,2,2.0,Apartment,"Eglinton Place , Eglinton Road, Dublin 4",https://www.daft.ie/for-rent/apartment-2-bed-apartment-eglinton-place-eglinton-road-dublin-4/5811438,0,0,0,0,0
4100.0,2,2.0,Apartment,"Eglinton Place , Eglinton Road, Dublin 4",https://www.daft.ie/for-rent/apartment-2-bedroom-duplex-eglinton-place-eglinton-road-dublin-4/5811435,0,0,0,0,0
2150.0,1,1.0,Apartment,"Occu Hayfield, Churchview Road, Killiney, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bed-apartment-occu-hayfield-churchview-road-killiney-co-dublin/5899685,0,0,0,0,0
2400.0,2,2.0,Apartment,"Occu Hayfield, Churchview Road, Killiney, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-occu-hayfield-churchview-road-killiney-co-dublin/5900743,0,0,0,0,0
3300.0,3,2.0,Apartment,"Occu Hayfield, Churchview Road, Killiney, Co. Dublin",https://www.daft.ie/for-rent/apartment-3-bedroom-apartment-occu-hayfield-churchview-road-killiney-co-dublin/5900759,0,0,0,0,0
3355.0,2,2.0,Apartment,"Quayside Quarter, Dublin Landings, North Wall Quay, Dublin 1",https://www.daft.ie/for-rent/apartment-2-bed-apartment-quayside-quarter-north-wall-quay-dublin-1/1446985,0,0,0,0,0
3895.0,2,2.0,Apartment,"Quayside Quarter, Dublin Landings, North Wall Quay, Dublin 1",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-quayside-quarter-dublin-landings-north-wall-quay-dublin-1/3916952,0,0,0,0,0
2150.0,1,1.0,Apartment,"Newtown Gardens , Newtownpark Avenue , Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-newtown-gardens-newtown-gardens-newtownpark-avenue-blackrock-co-dublin/5899543,0,0,0,0,0
2650.0,2,2.0,Apartment,"Newtown Gardens , Newtownpark Avenue , Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-newtown-gardens-newtown-gardens-newtownpark-avenue-blackrock-co-dublin/5899542,0,0,0,0,0
2075.0,1,1.0,Apartment,"Grand Canal Harbour, Grand Canal Place, Dublin 8",https://www.daft.ie/for-rent/apartment-1-bed-twin-bedroom-grand-canal-harbour-grand-canal-place-dublin-8/5810496,0,0,0,0,0
2095.0,1,1.0,Apartment,"Grand Canal Harbour, Grand Canal Place, Dublin 8",https://www.daft.ie/for-rent/apartment-1-bed-grand-canal-harbour-grand-canal-place-dublin-8/5577192,0,0,0,0,0
2650.0,2,2.0,Apartment,"Grand Canal Harbour, Grand Canal Place, Dublin 8",https://www.daft.ie/for-rent/apartment-2-bed-grand-canal-harbour-grand-canal-place-dublin-8/5577194,0,0,0,0,0
1950.0,0,0.0,Studio,"Hali, Cherrywood, Dublin 18, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-studio-apartment-hali-cherrywood-dublin-18-cherrywood-co-dublin/3652524,0,0,0,0,0
2200.0,1,1.0,Apartment,"Hali, Cherrywood, Dublin 18, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-hali-cherrywood-dublin-18-cherrywood-co-dublin/3652560,0,0,0,0,0
2650.0,2,2.0,Apartment,"Hali, Cherrywood, Dublin 18, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bed-apartment-hali-cherrywood-dublin-18-cherrywood-co-dublin/5876745,0,0,0,0,0
1950.0,0,0.0,Studio,"Hali - NEW LAUNCH Talbot & Tully Buildings , Cherrywood, Dublin 18",https://www.daft.ie/for-rent/studio-apartment-studio-hali-new-launch-talbot-tully-buildings-cherrywood-dublin-18/5439959,0,0,0,0,0
2200.0,1,1.0,Apartment,"Hali - NEW LAUNCH Talbot & Tully Buildings , Cherrywood, Dublin 18",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-hali-new-launch-talbot-tully-buildings-cherrywood-dublin-18/5510411,0,0,0,0,0
2650.0,2,2.0,Apartment,"Hali - NEW LAUNCH Talbot & Tully Buildings , Cherrywood, Dublin 18",https://www.daft.ie/for-rent/apartment-2-bed-apartment-hali-new-launch-talbot-tully-buildings-cherrywood-dublin-18/5439958,0,0,0,0,0
2495.0,1,1.0,Apartment,"Alta Verde, Cross Avenue, Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bedroom-alta-verde-cross-avenue-blackrock-co-dublin/6117168,0,0,0,0,0
3125.0,2,2.0,Apartment,"Alta Verde, Cross Avenue, Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bedroom-alta-verde-cross-avenue-blackrock-co-dublin/6117162,0,0,0,0,0
2400.0,1,1.0,Apartment,"Rockpoint, Newtown Avenue, Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-one-bedrooms-rockpoint-newtown-avenue-blackrock-co-dublin/5658299,0,0,0,0,0
2250.0,1,1.0,Apartment,"Brickfield Square , Brickfield Drive, Dublin 12",https://www.daft.ie/for-rent/apartment-1-bed-brickfield-square-brickfield-drive-dublin-12/5730448,0,0,0,0,0
2815.0,2,2.0,Apartment,"Brickfield Square , Brickfield Drive, Dublin 12",https://www.daft.ie/for-rent/apartment-2-bed-brickfield-square-brickfield-drive-dublin-12/5730172,0,0,0,0,0
2150.0,1,1.0,Apartment,"Claremont, Howth Road, Howth, Dublin 13",https://www.daft.ie/for-rent/apartment-1-bed-claremont-howth-road-howth-dublin-13/6124174,0,0,0,0,0
2650.0,2,2.0,Apartment,"Claremont, Howth Road, Howth, Dublin 13",https://www.daft.ie/for-rent/apartment-2-bed-claremont-howth-road-howth-dublin-13/6124172,0,0,0,0,0
4900.0,3,2.0,Apartment,"Claremont, Howth Road, Howth, Dublin 13",https://www.daft.ie/for-rent/apartment-3-bed-claremont-howth-road-howth-dublin-13/6124175,0,0,0,0,0
4077.0,2,2.0,Apartment,"Node D2 - Fitzwilliam Square, 25 Pembroke Street Upper, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bedroom-2-bathroom-platinum-node-living-25-pembroke-street-upper-dublin-2/1527606,0,0,0,0,0
1995.0,1,1.0,Apartment,"Castle View, Muirfield Drive, Dublin 12, Bluebell, Dublin 12",https://www.daft.ie/for-rent/apartment-1-bed-castle-view-muirfield-drive-dublin-12-bluebell-dublin-12/4272066,0,0,0,0,0
2525.0,2,2.0,Apartment,"Castle View, Muirfield Drive, Dublin 12, Bluebell, Dublin 12",https://www.daft.ie/for-rent/apartment-2-bed-castle-view-muirfield-drive-dublin-12-bluebell-dublin-12/4272068,0,0,0,0,0
3350.0,3,2.0,Apartment,"Castle View, Muirfield Drive, Dublin 12, Bluebell, Dublin 12",https://www.daft.ie/for-rent/apartment-3-bed-apartment-castle-view-muirfield-drive-dublin-12-bluebell-dublin-12/4272064,0,0,0,0,0
3600.0,2,2.0,Apartment,"Capital Dock Residence, No. 2 Stevens Walk, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-capital-dock-residence-no-2-stevens-walk-dublin-2/2531008,0,0,0,0,0
3900.0,2,2.0,Apartment,"Capital Dock Residence, No. 2 Stevens Walk, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-capital-dock-residence-capital-dock-82-sir-john-dublin-2/1443909,0,0,0,0,0
1850.0,0,0.0,Studio,"DX Living , Donnybrook Road, Dublin 4",https://www.daft.ie/for-rent/studio-apartment-studio-apartment-dx-living-donnybrook-road-dublin-4/5926596,0,0,0,0,0
2175.0,1,1.0,Apartment,"East Wharf, East Wall Road, Dublin 3",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-east-wharf-east-wall-road-dublin-3/5920513,0,0,0,0,0
2695.0,2,2.0,Apartment,"East Wharf, East Wall Road, Dublin 3",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-east-wharf-east-wall-road-dublin-3/5920511,0,0,0,0,0
2075.0,1,1.0,Apartment,"Easra Court , Collins Avenue, Killester, Dublin 5",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-easra-court-collins-avenue-killester-dublin-5/6105825,0,0,0,0,0
2575.0,2,2.0,Apartment,"Easra Court , Collins Avenue, Killester, Dublin 5",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-easra-court-collins-avenue-killester-dublin-5/6105826,0,0,0,0,0
2275.0,0,0.0,Studio,"Spencer Place, Spencer Place, Dublin 1",https://www.daft.ie/for-rent/studio-apartment--studio-spencer-place-spencer-place-dublin-1/4678956,0,0,0,0,0
2600.0,1,1.0,Apartment,"Spencer Place, Spencer Place, Dublin 1",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-spencer-place-spencer-place-dublin-1/4097381,0,0,0,0,0
4072.0,3,2.0,House,"Oatlands Manor, Cherrygarth, Mount Merrion, Co. Dublin",https://www.daft.ie/for-rent/house-3-bedroom-duplex-oatlands-manor-cherrygarth-mount-merrion-co-dublin/5353889,0,0,0,0,0
2397.0,1,1.0,Apartment,"One Lime Street, Docklands, Dublin 2",https://www.daft.ie/for-rent/apartment-one-bedroom-one-lime-street-docklands-dublin-2/4636155,0,0,0,0,0
3300.0,2,1.0,Apartment,"One Lime Street, Docklands, Dublin 2",https://www.daft.ie/for-rent/apartment-two-bedroom-one-lime-street-docklands-dublin-2/4636153,0,0,0,0,0
5000.0,1,1.0,Apartment,"Lansdowne Place, Lansdowne Road, Dublin 4",https://www.daft.ie/for-rent/apartment-the-harvey-lansdowne-place-lansdowne-road-dublin-4/6017135,0,0,0,0,0
6250.0,2,2.0,Apartment,"Lansdowne Place, Lansdowne Road, Dublin 4",https://www.daft.ie/for-rent/apartment-the-barrington-lansdowne-place-lansdowne-road-dublin-4/6124626,0,0,0,0,0
6700.0,2,2.0,Apartment,"Lansdowne Place, Lansdowne Road, Dublin 4",https://www.daft.ie/for-rent/apartment-the-blake-lansdowne-place-lansdowne-road-dublin-4/5956423,0,0,0,0,0
2350.0,1,1.0,Apartment,"U HX, Harolds Cross Road, Dublin 6W",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-u-hx-harolds-cross-road-dublin-6w/4479085,0,0,0,0,0
2850.0,2,2.0,Apartment,"U HX, Harolds Cross Road, Dublin 6W",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-u-hx-harolds-cross-road-dublin-6w/4479087,0,0,0,0,0
1958.0,1,1.0,Apartment,"Charlotte Apartments, Honeypark, Dun Laoghaire, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-charlotte-apartments-honeypark-dun-laoghaire-co-dublin/2589785,0,0,0,0,0
2364.0,2,2.0,Apartment,"Charlotte Apartments, Honeypark, Dun Laoghaire, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-charlotte-apartments-honeypark-dun-laoghaire-co-dublin/2623735,0,0,0,0,0
2675.0,1,1.0,Apartment,"Opus, 6 Hanover Quay, Grand Canal Dock, Dublin 2",https://www.daft.ie/for-rent/apartment-one-bedroom-apartment-opus-6-hanov-opus-6-hanover-quay-grand-canal-dock-dublin-2/6041778,0,0,0,0,0
3968.0,2,2.0,Apartment,"Opus, 6 Hanover Quay, Grand Canal Dock, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bed-apartment-with-water-views-opus-6-hanover-quay-hanover-quay-dublin-2/1442730,0,0,0,0,0
2800.0,2,2.0,Apartment,"Seafield Strand, Greenfield Road, Sutton, Dublin 13",https://www.daft.ie/for-rent/apartment-2-bed-seafield-strand-seafield-strand-greenfield-road-sutton-dublin-13/5460596,0,0,0,0,0
2184.0,1,1.0,Apartment,"The Lookout , Harbour Road, Dalkey, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bed-apartment-the-lookout-harbour-road-dalkey-co-dublin/5525099,0,0,0,0,0
3471.0,2,2.0,Apartment,"The Locks, Charlemont Square, Dublin 2, Charlemont Street, Dublin 2",https://www.daft.ie/for-rent/apartment-apt-14-lock-gate-4-the-locks-charlemont-square-dublin-2-charlemont-street-dublin-2/6143611,0,0,0,0,0
3550.0,2,2.0,Apartment,"The Locks, Charlemont Square, Dublin 2, Charlemont Street, Dublin 2",https://www.daft.ie/for-rent/apartment-two-bed-15-gate-house-the-locks-charlemont-squa-the-locks-charlemont-square-dublin-2-charlemont-street-dublin-2/5874485,0,0,0,0,0
4000.0,4,4.0,House,"Drumkeen, Glenamuck Road, Carrickmines, Dublin 18",https://www.daft.ie/for-rent/house-4-bedroom-4-bathroom-house-drumkeen-carrickmi-drumkeen-glenamuck-road-carrickmines-dublin-18/5646010,0,0,0,0,0
1832.0,0,0.0,Studio,"Barnoaks, The Green, Citywest, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-studios-barnoaks-the-green-citywest-co-dublin/5641635,0,0,0,0,0
1980.0,1,1.0,Apartment,"Barnoaks, The Green, Citywest, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bed-barnoaks-the-green-citywest-co-dublin/5527929,0,0,0,0,0
2177.0,1,1.0,Apartment,"U Clay Farm, Clay Farm Leopardstown, Leopardstown, Dublin 18",https://www.daft.ie/for-rent/apartment-4th-floor-1-bedroom-u-clay-farm-clay-farm-leopardstown-leopardstown-dublin-18/3946910,0,0,0,0,0
2669.0,2,2.0,Apartment,"U Clay Farm, Clay Farm Leopardstown, Leopardstown, Dublin 18",https://www.daft.ie/for-rent/apartment-2-bed-apartment-u-clay-farm-clay-farm-leopardstown-leopardstown-dublin-18/5983988,0,0,0,0,0
2696.0,2,2.0,House,"Castle Walk, Castle Way, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/house-2-bedroom-house-castle-walk-castle-way-cherrywood-co-dublin/4494414,0,0,0,0,0
3315.0,3,2.0,House,"Castle Walk, Castle Way, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/house-3-bedroom-house-castle-walk-castle-way-cherrywood-co-dublin/4004277,0,0,0,0,0
2132.0,0,0.0,Studio,"The Grange Residence , Brewery Road, Stillorgan, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-studio-apartment-the-grange-residence-brewery-road-stillorgan-co-dublin/5374243,0,0,0,0,0
2199.0,1,1.0,Apartment,"The Grange Residence , Brewery Road, Stillorgan, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-the-grange-residence-brewery-road-stillorgan-co-dublin/5374242,0,0,0,0,0
2666.0,2,1.0,Apartment,"Belvoir by Havitat presents Kilmacud House , Upper Kilmacud Road, Stillorgan, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bed-belvoir-by-havitat-presents-kilmacud-house-upper-kilmacud-road-stillorgan-co-dublin/3723149,0,0,0,0,0
2946.0,2,2.0,Apartment,"Alto Frascati, Frascati Road, Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bedroom-alto-frascati-frascati-road-blackrock-co-dublin/3926909,0,0,0,0,0
1895.0,0,0.0,Studio,"Marietta Woods, Castle Park Road, Dalkey, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-studio-apartment-marietta-woods-castle-park-road-dalkey-co-dublin/4552280,0,0,0,0,0
2898.0,2,2.0,Apartment,"Marietta Woods, Castle Park Road, Dalkey, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-marietta-woods-castle-park-road-dalkey-co-dublin/4552257,0,0,0,0,0
3500.0,2,2.0,Apartment,"Tara View , Merrion Road, Ballsbridge, Dublin 4, Dublin 4",https://www.daft.ie/for-rent/apartment-27-tara-view-tara-view-merrion-road-ballsbridge-dublin-4-dublin-4/5619919,0,0,0,0,0
5250.0,3,2.0,Apartment,"Tara View , Merrion Road, Ballsbridge, Dublin 4, Dublin 4",https://www.daft.ie/for-rent/apartment-33-tara-view-tara-view-merrion-road-ballsbridge-dublin-4-dublin-4/5900049,0,0,0,0,0
2059.0,0,0.0,Studio,"Mespil Estate, Sussex Road, Dublin 4",https://www.daft.ie/for-rent/studio-apartment-studio-mespil-estate-sussex-road-dublin-4/4514637,0,0,0,0,0
2357.0,1,1.0,Apartment,"Mespil Estate, Sussex Road, Dublin 4",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-mespil-estate-sussex-road-dublin-4/4514636,0,0,0,0,0
1962.0,1,1.0,Apartment,"U Rathborne , Rathborne, Ashtown, Dublin 15",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-u-rathborne-rathborne-ashtown-dublin-15/4532023,0,0,0,0,0
1326.0,1,1.0,Apartment,"Griffin Point, Hole in The Wall Road, Dublin 13",https://www.daft.ie/for-rent/apartment-1-bed-apartment-griffin-point-hole-in-the-wall-road-dublin-13/6140272,0,0,0,0,0
1478.0,2,1.0,Apartment,"Griffin Point, Hole in The Wall Road, Dublin 13",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-griffin-point-hole-in-the-wall-road-dublin-13/6140271,0,0,0,0,0
2083.0,1,1.0,Apartment,"Occu Verville, Vernon Avenue, Clontarf, Dublin 3",https://www.daft.ie/for-rent/apartment-1-bed-occu-verville-vernon-avenue-clontarf-dublin-3/3753088,0,0,0,0,0
2479.0,2,2.0,Apartment,"Occu Verville, Vernon Avenue, Clontarf, Dublin 3",https://www.daft.ie/for-rent/apartment-2-bed-occu-verville-vernon-avenue-clontarf-dublin-3/3753091,0,0,0,0,0
2256.0,3,3.0,House,"Occu Hollywoodrath, Hollywoodrath, Hollystown, Dublin 15",https://www.daft.ie/for-rent/house-3-bedroom-house-occu-hollywoodrath-occu-hollywoodrath-hollywoodrath-hollystown-dublin-15/3967749,0,0,0,0,0
3451.0,3,2.0,Apartment,"Occu Strand View, Howth Road, Raheny, Dublin 5",https://www.daft.ie/for-rent/apartment-2-bed-plus-study-penthouse-occu-strand-view-occu-strand-view-howth-road-raheny-dublin-5/3777736,0,0,0,0,0
2095.0,1,1.0,Apartment,"Occu Brookwood, St. Brigid's Road, Killester, Dublin 5",https://www.daft.ie/for-rent/apartment-1-bed-occu-brookwood-st-brigids-road-killester-dublin-5/4506603,0,0,0,0,0
3190.0,3,3.0,Apartment,"Occu Brookwood, St. Brigid's Road, Killester, Dublin 5",https://www.daft.ie/for-rent/apartment-3-bed-apartment-occu-brookwood-st-brigids-road-killester-dublin-5/4647129,0,0,0,0,0
2250.0,1,1.0,Apartment,"Occu East Village, Leopardstown, Dublin 18, Clay Farm Drive, Leopardstown, Dublin 18",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-occu-east-village-leopardstown-dublin-18-clay-farm-drive-leopardstown-dublin-18/5341470,0,0,0,0,0
2508.0,2,2.0,Apartment,"Occu East Village, Leopardstown, Dublin 18, Clay Farm Drive, Leopardstown, Dublin 18",https://www.daft.ie/for-rent/apartment-2-bed-apartment-occu-east-village-leopardstown-dublin-18-clay-farm-drive-leopardstown-dublin-18/5341480,0,0,0,0,0
3000.0,2,1.0,Apartment,"Occu Hanover Mills, Dublin 2, Creighton Street, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bed-apartment-occu-hanover-mills-dublin-2-creighton-street-dublin-2/5897258,0,0,0,0,0
3200.0,2,2.0,Apartment,"Occu Hanover Mills, Dublin 2, Creighton Street, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bed-2-bath-apartment-occu-hanover-mills-dublin-2-creighton-street-dublin-2/5897256,0,0,0,0,0
3300.0,2,2.0,Apartment,"The Benson, The Benson, Britain Quay, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bed-apartment-the-benson-the-benson-britain-quay-dublin-2/3581865,0,0,0,0,0
3950.0,3,2.0,Apartment,"The Benson, The Benson, Britain Quay, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bed-study-apartment-the-benson-the-benson-britain-quay-dublin-2/3581866,0,0,0,0,0
1975.0,1,1.0,Apartment,"U Clonsilla, Windmill Lodge, Dublin 15",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-u-clonsilla-windmill-lodge-dublin-15/4626708,0,0,0,0,0
2450.0,2,2.0,Apartment,"U Clonsilla, Windmill Lodge, Dublin 15",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-u-clonsilla-windmill-lodge-dublin-15/4626709,0,0,0,0,0
6000.0,3,3.0,Apartment,"Alto Vetro, Grand Canal Square, Dublin 2",https://www.daft.ie/for-rent/apartment-alto-vetro-alto-vetro-grand-canal-square-dublin-2/2757563,0,0,0,0,0
2825.0,2,2.0,Apartment,"Clancy Quay by Kennedy Wilson, South Circular Road, Dublin 8",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-clancy-quay-by-kennedy-wilson-clancy-quay-by-kennedy-wilson-south-circular-road-dublin-8/5799541,0,0,0,0,0
2051.0,2,2.0,Apartment,"Wyckham Point, Wyckham Way, Dublin 14",https://www.daft.ie/for-rent/apartment-two-bed-apartment-wyckham-point-wyckham-way-dublin-14/5971128,0,0,0,0,0
2250.0,1,1.0,Apartment,"The Cornerstone, Lower Kilmacud Road, Stillorgan, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bed-apartment-the-cornerstone-lower-kilmacud-road-stillorgan-co-dublin/5650338,0,0,0,0,0
2750.0,2,2.0,Apartment,"The Cornerstone, Lower Kilmacud Road, Stillorgan, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bed-apartment-the-cornerstone-lower-kilmacud-road-stillorgan-co-dublin/5650339,0,0,0,0,0
2157.0,1,1.0,Apartment,"The Oslo , Sandyford Central , Sandyford, Dublin 18",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-the-oslo-sandyford-central-sandyford-dublin-18/5426428,0,0,0,0,0
2731.0,2,2.0,Apartment,"The Oslo , Sandyford Central , Sandyford, Dublin 18",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-the-oslo-sandyford-central-sandyford-dublin-18/5426426,0,0,0,0,0
2000.0,1,1.0,Apartment,"Palmers Gate, Kennelsfort Road Lower, Palmerstown, Dublin 20",https://www.daft.ie/for-rent/apartment-1-bed-apartment-kennelsfort-road-lower-palmerstown-dublin-20/4729121,0,0,0,0,0
4500.0,2,3.0,Apartment,"Number 1 Ballsbridge, Shelbourne Road, Dublin 4",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-number-1-ballsbridge-shelbourne-road-dublin-4/2509698,0,0,0,0,0
2745.0,2,2.0,Apartment,"Shieling Square, Raheny, Dublin 5, Raheny, Dublin 5",https://www.daft.ie/for-rent/apartment-2-bed-shieling-square-raheny-dublin-5-raheny-dublin-5/5630834,0,0,0,0,0
3500.0,3,1.0,House,"9 The Gables, Ballinteer Road, Ballinteer, Dublin 16",,0,0,0,0,0
