price,room_type,prop_type,address,link
1000,double,Apartment,"Apartment 17, Dundrum View, The Laurels, Sweetmoun, Dundrum, Dublin 14",https://www.daft.ie/share/apartment-17-dundrum-view-the-laurels-sweetmoun-dundrum-dublin-14/6150154
880,single,Apartment,"Grange Park Dublin 5, Raheny, Dublin 5",https://www.daft.ie/share/grange-park-dublin-5-raheny-dublin-5/6146781
625,double,House,"54 Granitefield, Dun Laoghaire, Cabinteely, Dublin 18",https://www.daft.ie/share/54-granitefield-dun-laoghaire-cabinteely-dublin-18/6138171
1700,double,Apartment,"Apartment 6 ,Block A,18-21 Mount Street Lower,Dublin 2, Dublin 2",https://www.daft.ie/share/apartment-6-block-a-18-21-mount-street-lower-dublin-2-dublin-2/6138165
1300,double,House,"Belarmine / Enniskerry Road, Stepaside, Dublin 18",https://www.daft.ie/share/belarmine-enniskerry-road-stepaside-dublin-18/6146918
1350,double,Apartment,"""6 Month maximum stay"" Bushy Park House, Templeogue Road, Templeogue, Dublin 6W",https://www.daft.ie/share/-bushy-park-house-templeogue-road-templeogue-dublin-6w/6122784
800,single,House,"18 Woodlawn Park Drive, Dublin 24, Firhouse, Dublin 24",https://www.daft.ie/share/18-woodlawn-park-drive-dublin-24-firhouse-dublin-24/6104498
1000,double,House,"Belfry Grove, Citywest, Co. Dublin",https://www.daft.ie/share/belfry-grove-citywest-co-dublin/6096294
600,twin,House,"Bayside Sutton,Co. Dublin, Bayside, Dublin 13",https://www.daft.ie/share/-bayside-sutton-co-dublin-bayside-dublin-13/6117854
1400,single,House,"Stillorgan Road,Donnybrook,Dublin 4, Donnybrook, Dublin 4",https://www.daft.ie/share/-stillorgan-road-donnybrook-dublin-4-donnybrook-dublin-4/6138562
1005,double,Apartment,"Crosbie House, Northbrook Avenue, Dublin 6, Ranelagh, Dublin 6",https://www.daft.ie/share/crosbie-house-northbrook-avenue-dublin-6-ranelagh-dublin-6/6097391
800,double,House,"52 Hazel Road, Dublin 9, Donnycarney, Dublin 9",https://www.daft.ie/share/52-hazel-road-dublin-9-donnycarney-dublin-9/6034183
800,double,House,"Kylemore Road, Ballyfermot, Dublin 10",https://www.daft.ie/share/kylemore-road-ballyfermot-dublin-10/6120282
1190,double,House,"4 Coke Oven Cottages, Glasnevin, Dublin 11",https://www.daft.ie/share/4-coke-oven-cottages-glasnevin-dublin-11/6149527
1200,single,House,"Charleville, 131 Newtownpark Avenue, Blackrock, Co, Blackrock, Co. Dublin",https://www.daft.ie/share/charleville-131-newtownpark-avenue-blackrock-co-blackrock-co-dublin/6148916
1175,double,House,"Valentia Parade, Phibsborough D7, North Circular Road, Dublin 7",https://www.daft.ie/share/valentia-parade-phibsborough-d7-north-circular-road-dublin-7/6092718
1750,double,House,"Daneswell Place, Drumcondra, Dublin 3",https://www.daft.ie/share/daneswell-place-dublin-9/5657540
648,twin,,"Glasnevin Hill,Dublin 9, Drumcondra, Co. Dublin",https://www.daft.ie/share/glasnevin-hill-dublin-9-drumcondra-dublin-9/6120127
1150,double,Apartment,"2 Blessington Street, Dublin 7, Dublin 7",https://www.daft.ie/share/2-blessington-street-dublin-7-dublin-7/6143011
675,shared,Apartment,"Apartment 1, 70-72 Talbot street, Dublin 1, Dublin 1",https://www.daft.ie/share/apartment-1-70-72-talbot-street-dublin-1-dublin-1/6142985
950,single,House,"72 Collins Avenue East, Killester Dublin 5, Killester, Dublin 5",https://www.daft.ie/share/72-collins-avenue-east-killester-dublin-5-killester-dublin-5/6106705
1100,double,House,"242 Lower Kilmacud Road, Dublin 14, Kilmacud, Co. Dublin",https://www.daft.ie/share/242-lower-kilmacud-road-dublin-14-kilmacud-co-dublin/6052490
2000,single,House,"North Dublin, Finglas, Dublin 11. , Finglas, Dublin 11",https://www.daft.ie/share/north-dublin-finglas-dublin-11-finglas-dublin-11/6148674
900,double,House,"14a Tonlegee Avenue, Dublin 5, Edenmore, Dublin 5",https://www.daft.ie/share/14a-tonlegee-avenue-dublin-5-edenmore-dublin-5/6138665
950,double,House,"Park Drive Avenue,Castleknock,Dublin 15, Castleknock, Dublin 15",https://www.daft.ie/share/park-drive-avenue-castleknock-dublin-15-castleknock-dublin-15/6085617
1235,double,Apartment,"The rise, Whitehall, D9, Whitehall, Dublin 9",https://www.daft.ie/share/the-rise-whitehall-d9-whitehall-dublin-9/5944240
698,twin,Apartment,"King'S Inns Court, Phibsborough Road, Dublin 7, North Circular Road, Dublin 7",https://www.daft.ie/share/1-kings-inns-court-phibsborough-road-dublin-7-north-circular-road-dublin-7/6114708
693,twin,Apartment,"Royal Canal Terrace,Phibsborough Road,Dublin 7, North Circular Road, Dublin 7",https://www.daft.ie/share/royal-canal-terrace-phibsborough-road-dublin-7-north-circular-road-dublin-7/6120186
780,twin,Apartment,"St alphonsus rd, Drumcondra, Dublin 3",https://www.daft.ie/share/st-alphonsus-rd-drumcondra-dublin-3/6120094
678,twin,Apartment,"the rise, Whitehall, Dublin 9",https://www.daft.ie/share/the-rise-whitehall-dublin-9/6120076
648,twin,Apartment,"Blessington Street, Dublin 7, North Circular Road, Dublin 7",https://www.daft.ie/share/blessington-street-dublin-7-north-circular-road-dublin-7/6120139
1235,double,Apartment,"Blessington Street,Dublin 7, Phibsborough, Dublin 7",https://www.daft.ie/share/blessington-street-dublin-7-phibsborough-dublin-7/6125338
1235,single,House,"Phibsborough Road, Dublin 7, North Circular Road, Dublin 7",https://www.daft.ie/share/phibsborough-road-dublin-7-north-circular-road-dublin-7/6125313
748,twin,Apartment,"Royal canal Terrace, Phibsborough, Dublin 7",https://www.daft.ie/share/royal-canal-terrace-phibsborough-dublin-7/6143640
1198,double,House,"The Rise, Dublin 9, Drumcondra, Dublin 9",https://www.daft.ie/share/the-rise-dublin-9-drumcondra-dublin-9/6143629
900,double,Apartment,"Woodbrook Court, Castleknock, Dublin 15., Carpenterstown, Dublin 15",https://www.daft.ie/share/woodbrook-court-castleknock-dublin-15-carpenterstown-dublin-15/6139588
1223,double,Apartment,"The Grove, Goatstown Road, Dublin 14, Goatstown, Dublin 14",https://www.daft.ie/share/the-grove-goatstown-road-dublin-14-goatstown-dublin-14/6147813
695,double,Apartment,"Beechwood Court, Stillorgan, Co. Dublin",https://www.daft.ie/share/-beechwood-court-stillorgan-co-dublin/6098046
750,double,House,"Castlegrange Drive, Dublin 22, Grange Castle, Co. Dublin",https://www.daft.ie/share/castlegrange-drive-dublin-22-grange-castle-co-dublin/6138094
900,double,House,"Ormond Road, Drumcondra, Dublin 3",https://www.daft.ie/share/ormond-road-drumcondra-dublin-3/6021664
800,double,House,"26 Old Court Lodge, Firhouse, Dublin 24",https://www.daft.ie/share/26-old-court-lodge-firhouse-dublin-24/6104335
550,twin,House,"Granville Road,Blackrock,Co. Dublin, Foxrock, Dublin 18",https://www.daft.ie/share/granville-road-blackrock-co-dublin-foxrock-dublin-18/6133314
575,twin,House,"Killiney Hill Road, Killiney, Co. Dublin",https://www.daft.ie/share/killiney-hill-road-killiney-co-dublin/6042460
1250,single,House,"Hollystown, Dublin 15, Hollystown, Dublin 15",https://www.daft.ie/share/8-hollywoodrath-meadows-hollystown-dublin-15-hollystown-dublin-15/6122746
1100,double,House,"Westminster Road, Foxrock, Dublin 18, Foxrock, Dublin 18",https://www.daft.ie/share/westminster-road-foxrock-dublin-18-foxrock-dublin-18/6106378
1050,double,House,"104 Tyrconnell Road, Dublin 8, Inchicore, Dublin 8",https://www.daft.ie/share/104-tyrconnell-road-dublin-8-inchicore-dublin-8/6148218
1100,double,Apartment,"The Stockyard, The Steelworks, Foley St, Dublin City Centre",https://www.daft.ie/share/-the-stockyard-the-steelworks-foley-st-dublin-city-centre/6122776
1600,double,Apartment,"Dublin 4 The Pines, Herbert Park Lane, Angles D04PF68, Donnybrook, Dublin 4",https://www.daft.ie/share/the-pines-herbert-park-lane-anglesea-road-dublin-4-donnybrook-dublin-4/6146006
1050,single,House,"Rosemount Road, Phibsborough, Dublin 7",https://www.daft.ie/share/rosemount-road-phibsborough-dublin-7/6133343
3000,double,House,"116 Raheny Road, Dublin 5, Raheny, Dublin 5",https://www.daft.ie/share/116-raheny-road-dublin-5-raheny-dublin-5/6147493
1250,double,House,"Rathborne Boulevard, Dublin 15, Ashtown, Dublin 15",https://www.daft.ie/share/9-rathborne-boulevard-dublin-15-ashtown-dublin-15/6136447
1000,double,Apartment,"harolds Cross Road Dublin 6w, Harold's Cross, Dublin 6W",https://www.daft.ie/share/harolds-cross-road-dublin-6w-harolds-cross-dublin-6w/6133206
1235,double,Apartment,"The Rise,Dublin 9, Drumcondra, Dublin 9",https://www.daft.ie/share/the-rise-dublin-9-drumcondra-dublin-9/6125377
625,shared,House,"241 Carnlough Road, Dublin 7, Cabra, Dublin 7",https://www.daft.ie/share/241-carnlough-road-dublin-7-cabra-dublin-7/6121646
875,double,House,"Whitehall, Dublin 9, Whitehall, Dublin 9",https://www.daft.ie/share/3-crestfield-avenue-dublin-9-city-dublin-whitehall-dublin-9/6135259
950,double,House,"Cardiffsbridge Avenue,Dublin 11, Finglas, Dublin 11",https://www.daft.ie/share/cardiffsbridge-avenue-dublin-11-finglas-dublin-11/6131495
950,double,Apartment,"Melville , Poppintree, Dublin 11",https://www.daft.ie/share/melville-poppintree-dublin-11/6068194
1000,double,Apartment,"Apartment, The Richmond,Brunswick Street North,Dublin 7, Smithfield, Dublin 7",https://www.daft.ie/share/apartment-the-richmond-brunswick-street-north-dublin-7-smithfield-dublin-7/6147130
980,double,House,"Laurel Manor,Rathfarnham,Dublin 16, Ballyboden, Dublin 16",https://www.daft.ie/share/laurel-manor-rathfarnham-dublin-16-ballyboden-dublin-16/6146792
900,double,House,"Racecourse Park, The Coast, Dublin 13, Baldoyle, Dublin 13",https://www.daft.ie/share/racecourse-park-the-coast-dublin-13-baldoyle-dublin-13/5963207
600,single,House,"28 Saint Mary'S Road, Dublin 12, Crumlin, Dublin 12",https://www.daft.ie/share/28-saint-marys-road-dublin-12-crumlin-dublin-12/6146975
1125,single,House,"Beech Hill Drive, Dublin 4, Donnybrook, Dublin 4",https://www.daft.ie/share/beech-hill-drive-dublin-4-donnybrook-dublin-4/6113753
1000,double,House,"Laraghcon, Lucan, Lucan, Co. Dublin",https://www.daft.ie/share/laraghcon-lucan-lucan-co-dublin/5967109
1400,single,Apartment,"The Hudson, Stillorgan Dublin 18, Stillorgan, Co. Dublin",https://www.daft.ie/share/the-hudson-stillorgan-dublin-18-stillorgan-co-dublin/6147062
850,double,House,"Wood Dale Close, Dublin 24, Ballycullen, Dublin 24",https://www.daft.ie/share/wood-dale-close-dublin-24-ballycullen-dublin-24/6147000
850,double,House,"9 Dromnanane Road, Dublin 9, Beaumont, Dublin 9",https://www.daft.ie/share/9-dromnanane-road-dublin-9-beaumont-dublin-9/6121352
750,single,House,"86 Glenmarron Road, Palmerstown, dublin 20, Palmerstown, Dublin 20",https://www.daft.ie/share/86-glenmarron-road-palmerstown-dublin-20-palmerstown-dublin-20/6137985
1500,double,Apartment,"54a Thomas Street,Dublin 8, Christchurch, Dublin 8",https://www.daft.ie/share/54a-thomas-street-dublin-8-christchurch-dublin-8/6142543
1250,double,House,"Stillorgan, Stillorgan, Co. Dublin",https://www.daft.ie/share/15-saint-heliers-copse-stillorgan-blackrock-co-stillorgan-co-dublin/6115402
1200,double,House,"12 Annesley Bridge Road, Fairview, Dublin 3",https://www.daft.ie/share/12-annesley-bridge-road-fairview-dublin-3/6124763
695,shared,House,"Erne Street, Dublin 2, Dublin 2",https://www.daft.ie/share/erne-street-dublin-2-dublin-2/6132336
700,shared,House,"Mark Street, Dublin 2, Dublin 2",https://www.daft.ie/share/mark-street-dublin-2-dublin-2/6007791
1200,double,House,"Glenomena , Booterstown, Co. Dublin",https://www.daft.ie/share/glenomena-booterstown-co-dublin/6118356
760,double,House,"Seafield Road, Booterstown, Co. Dublin",https://www.daft.ie/share/seafield-road-booterstown-co-dublin/6106763
1000,double,House,"83 Old County Glen, Old County Road, Dublin 12, Crumlin, Dublin 12",https://www.daft.ie/share/83-old-county-glen-old-county-road-dublin-12-crumlin-dublin-12/6117661
875,double,House,"Georgian Hamlet, Dublin 13, Baldoyle, Dublin 13",https://www.daft.ie/share/georgian-hamlet-dublin-13-baldoyle-dublin-13/6138038
1100,double,House,"Collegefort, Castleknock, Dublin 15, Strawberry Beds, Co. Dublin",https://www.daft.ie/share/collegefort-castleknock-dublin-15-strawberry-beds-co-dublin/6138283
1360,double,Apartment,"Tabolt Street, 5 O'Connell Street, Dublin 1",https://www.daft.ie/share/tabolt-street-5-oconnell-street-dublin-1/6126336
1150,double,House,"Lakelands Park,Dublin 6w, Terenure, Dublin 6W",https://www.daft.ie/share/lakelands-park-dublin-6w-terenure-dublin-6w/6146453
750,single,House,"Carndonagh Road, Dublin 13, Clongriffin, Dublin 13",https://www.daft.ie/share/grange-abbey-road-dublin-13-clongriffin-dublin-13/6104223
950,double,House,"Diswellstown Park,Hamilton Park, Castleknock,Dublin 15, Carpenterstown, Dublin 15",https://www.daft.ie/share/-diswellstown-park-hamilton-park-castleknock-dublin-15-carpenterstown-dublin-15/6093490
1200,single,House,"42 Shrewsbury, Dublin 4, Sandymount, Dublin 4",https://www.daft.ie/share/42-shrewsbury-dublin-4-sandymount-dublin-4/6146309
975,single,House,"98 Kilmore Road, Dublin 5, Artane, Dublin 5",https://www.daft.ie/share/98-kilmore-road-dublin-5-artane-dublin-5/6124820
1300,double,Apartment,"Santry Cross,Dublin 11, Poppintree, Dublin 11",https://www.daft.ie/share/santry-cross-dublin-11-poppintree-dublin-11/6130429
1200,double,Apartment,"Apartment 16, 99 Capel Street, Dublin 1, Smithfield, Dublin 1",https://www.daft.ie/share/apartment-16-99-capel-street-dublin-1-smithfield-dublin-1/6146047
700,single,House,"Saddlers Grove, Dublin 15, Mulhuddart, Dublin 15",https://www.daft.ie/share/saddlers-grove-dublin-15-mulhuddart-dublin-15/6143049
951,double,House,"Churchtown, Dublin 14, Churchtown, Dublin 14",https://www.daft.ie/share/6-castle-park-whitehall-road-dublin-14-churchtown-dublin-14/6146166
950,double,House,"Sutton Park, Bayside, Co. Dublin, Bayside, Dublin 13",https://www.daft.ie/share/112a-sutton-park-sutton-bayside-dublin-13/6040299
1600,double,House,"Serviced Property - Berkeley Road.                                              City Living in chic Phibsborough.            ALL UTILITIES INCLUDED, Dublin 7",https://www.daft.ie/share/serviced-property-berkeley-road-phibsborough-city-living-in-chic-phibsborough-north-circular-road-dublin-7/6136209
1350,double,Apartment,"Apartment, Block A, Smithfield Market,Smithfield,Dublin 7, Dublin 7",https://www.daft.ie/share/apartment-block-a-smithfield-market-smithfield-dublin-7-dublin-7/6129120
800,double,Apartment,"Saint Samson'S Square, Dublin 13, Clongriffin, Dublin 13",https://www.daft.ie/share/saint-samsons-square-dublin-13-clongriffin-dublin-13/6012755
950,double,Apartment,"Stonebridge wood, Shankill, Loughlinstown, Co. Dublin",https://www.daft.ie/share/stonebridge-wood-shankill-loughlinstown-co-dublin/6026337
1000,double,Apartment,"Apartment 15 , Airpark House, Stocking Lane, Rathf, Edmondstown, Dublin 16",https://www.daft.ie/share/apartment-15-airpark-house-stocking-lane-rathf-edmondstown-dublin-16/6126698
1100,double,Apartment,"Brennanstown Square, Cabinteely, Dublin 18, Cabinteely, Dublin 18",https://www.daft.ie/share/brennanstown-square-cabinteely-dublin-18-cabinteely-dublin-18/6142657
800,double,Apartment,"Sunnybank Court, Dundrum, Dublin 14",https://www.daft.ie/share/sunnybank-court-dundrum-dublin-14/6142561
850,double,House,"Mill Court Avenue,Dublin 22, Grange Castle, Co. Dublin",https://www.daft.ie/share/mill-court-avenue-dublin-22-grange-castle-co-dublin/6138534
950,double,House,"5 Willan'S Green, Dublin 15, Ongar, Dublin 15",https://www.daft.ie/share/5-willans-green-dublin-15-ongar-co-dublin/6143507
1270,double,Apartment,"The Hunt Building, Grand Parade,Cherrywood Town Centre,Dublin 18, Cherrywood, Co. Dublin",https://www.daft.ie/share/the-hunt-building-grand-parade-cherrywood-town-centre-dublin-18-cherrywood-co-dublin/6143247
790,twin,House,"12 Clare Street, Dublin 2, Dublin 2",https://www.daft.ie/share/12-clare-street-dublin-2-dublin-2/6143330
950,double,Apartment,"Dublin 13 , Clongriffin, Dublin 13",https://www.daft.ie/share/dublin-13-clongriffin-dublin-13/6060069
1100,single,Apartment,"Smithfield Market, Smithfield, Dublin 7",https://www.daft.ie/share/smithfield-market-smithfield-dublin-7/6143493
1200,single,House,"18 Sandycove Road, Sandycove, Co. Dublin",https://www.daft.ie/share/18-sandycove-road-sandycove-co-dublin/6117835
1100,double,House,"Flat 1 , 46a Grove Park, Dublin 6, Rathmines, Dublin 6",https://www.daft.ie/share/flat-1-46a-grove-park-dublin-6-rathmines-dublin-6/6122835
740,double,House,"Cranmer Lane,Dublin 4, Ballsbridge, Dublin 4",https://www.daft.ie/share/cranmer-lane-dublin-4-ballsbridge-dublin-4/6121194
875,double,House,"36 Arklow Street, Stoneybatter, Dublin 7",https://www.daft.ie/share/36-arklow-street-stoneybatter-dublin-7/6121432
1150,double,House,"Belgrave Square, Monkstown, Co. Dublin",https://www.daft.ie/share/belgrave-square-monkstown-co-dublin/6132658
995,single,House,"Belgrave Square, Monkstown, Co. Dublin",https://www.daft.ie/share/belgrave-square-monkstown-co-dublin/6133289
1000,single,House,"73 Pembroke Gardens, Dublin 4, Ballsbridge, Dublin 4",https://www.daft.ie/share/73-pembroke-gardens-dublin-4-ballsbridge-dublin-4/6112142
1060,single,House,"**STUDENT ACCOMMODATION** - Kilmore & Cill Dara Houses, Reach Campus, Navan Road, D07 KNV3, Navan Road (D7), Dublin 7",https://www.daft.ie/share/-student-accommodation-kilmore-cill-dara-houses-reach-campus-navan-road-d07-knv3-navan-road-d7-dublin-7/6137143
1200,single,House,"Clontarf Road, Clontarf, Dublin 3",https://www.daft.ie/share/clontarf-road-clontarf-dublin-3/6141272
750,single,Apartment,"Parkview, Verdemont, Dublin 15, Clonsilla, Dublin 15",https://www.daft.ie/share/parkview-verdemont-dublin-15-clonsilla-dublin-15/6141570
700,single,House,"Riverwood Court, Dublin 15, Dublin 15",https://www.daft.ie/share/38-riverwood-court-dublin-15-dublin-15/5685111
1422,double,Apartment,"Apartment 45, Block A, Smithfield Market, Smithfie, Smithfield, Dublin 7",https://www.daft.ie/share/apartment-45-block-a-smithfield-market-smithfie-smithfield-dublin-7/6138612
1600,single,,"Crannagh Road,Rathfarnham,Dublin 14, Churchtown, Co. Dublin",https://www.daft.ie/share/-crannagh-road-rathfarnham-dublin-14-churchtown-dublin-14/6138517
900,single,Apartment,"Glenamuck Rd, Carrickmines, Dublin 18",https://www.daft.ie/share/glenamuck-rd-carrickmines-dublin-18/6099281
600,shared,House,"3 Cherryfield Walk, Hartstown, Dublin 15, Clonsilla, Dublin 15",https://www.daft.ie/share/3-cherryfield-walk-hartstown-dublin-15-clonsilla-dublin-15/6129955
850,double,Apartment,"Old Church Way, Clondalkin, Dublin 22",https://www.daft.ie/share/old-church-way-clondalkin-dublin-22/6120695
1350,double,House,"Faith,Dublin 3, North Strand, Dublin 3",https://www.daft.ie/share/faith-dublin-3-north-strand-dublin-3/6120716
950,single,House,"Clonee, Huntstown, Dublin 15, Huntstown, Dublin 15",https://www.daft.ie/share/clonee-huntstown-dublin-15-huntstown-dublin-15/6129184
965,double,Apartment,"Flat 6, 45 Parnell Square West, Dublin 1, Dublin City Centre",https://www.daft.ie/share/flat-6-45-parnell-square-west-dublin-1-dublin-city-centre/6014843
1150,double,Apartment,"Westland Square complex, Pearse Street, Dublin City Centre",https://www.daft.ie/share/-westland-square-complex-pearse-street-dublin-city-centre/6128257
750,double,House,"Butterfield Park, Dublin 14",https://www.daft.ie/share/butterfield-park-dublin-14/6150320
1100,double,House,"Castlegrange, Hansfield Road, Blanchardstown, Dublin 15",https://www.daft.ie/share/castlegrange-hansfield-road-blanchardstown-dublin-15/5523001
600,double,House,"Tolka Estate,Glasnevin,Dublin 11, Finglas, Dublin 11",https://www.daft.ie/share/tolka-estate-dublin-11-finglas-dublin-11/6143160
780,double,House,"Corrib Road, Dublin 6w, Terenure, Dublin 6W",https://www.daft.ie/share/157-corrib-road-dublin-6w-terenure-dublin-6w/6135647
480,twin,Apartment,"TU Tallaght, Tallaght, Dublin 24",https://www.daft.ie/share/tu-tallaght-tallaght-dublin-24/6068394
930,single,Apartment,"Orchard Way,Dublin 13, Ayrfield, Dublin 13",https://www.daft.ie/share/orchard-way-dublin-13-ayrfield-dublin-13/6138705
990,single,Apartment,"Block D, Castleforbes Square, North Dock, Dublin 1",https://www.daft.ie/share/block-d-castleforbes-square-north-dock-dublin-1/6147132
950,double,Apartment,"14 waterville row, Blanchardstown, Dublin 15",https://www.daft.ie/share/14-waterville-row-blanchardstown-dublin-15/6146081
650,single,House,"Clonee, Hunstown, Dublin 15, Clonsilla, Dublin 15",https://www.daft.ie/share/clonee-hunstown-dublin-15-clonsilla-dublin-15/6137928
955,double,Apartment,"Dundrum View, Dublin 14, Dundrum, Dublin 16",https://www.daft.ie/share/wyckham-point-dundrum-dublin-16-dundrum-dublin-16/6148538
650,double,Apartment,"Silverbanks, Red Arches Park, Baldoyle, Dublin 13, Baldoyle, Dublin 13",https://www.daft.ie/share/silverbanks-red-arches-park-baldoyle-dublin-13-baldoyle-dublin-13/6142960
875,double,House,"Royal Canal Bank, Phibsborough, Dublin 7",https://www.daft.ie/share/royal-canal-bank-phibsborough-dublin-7/6150200
680,single,House,"Cromwellsfort Road, Walkinstown, Dublin 12, Dublin 12",https://www.daft.ie/share/cromwellsfort-road-walkinstown-dublin-12-dublin-12/6123167
1250,twin,House,"Cork Street,Dublin 8, The Coombe, Dublin 8",https://www.daft.ie/share/cork-street-dublin-8-the-coombe-dublin-8/6133125
800,double,House,"Elizabeth street, Drumcondra, Dublin 3",https://www.daft.ie/share/elizabeth-street-drumcondra-dublin-3/6149461
800,single,Apartment,"Apartment 52 , Block C, Shanowen Hall, Shanowen Ro, Whitehall, Dublin 9",https://www.daft.ie/share/apartment-52-block-c-shanowen-hall-shanowen-ro-whitehall-dublin-9/6111964
700,single,House,"Ivy Court, Beaumont Woods, Beaumont, Dublin 9",https://www.daft.ie/share/ivy-court-beaumont-woods-beaumont-dublin-9/6146996
650,single,House,"19 Sorrel Dale, Clonsilla, Dublin 15, Clonsilla, Dublin 15",https://www.daft.ie/share/19-sorrel-dale-clonsilla-dublin-15-clonsilla-dublin-15/6111942
1150,double,Apartment,"The Cubes 3, Beacon South Quarter, Dublin 18, Stillorgan, Co. Dublin",https://www.daft.ie/share/the-cubes-3-beacon-south-quarter-dublin-18-stillorgan-co-dublin/6134097
1300,double,Apartment,"Ballsbridge Court,Serpentine Avenue,Dublin 4, Sandymount, Dublin 4",https://www.daft.ie/share/ballsbridge-court-serpentine-avenue-dublin-4-sandymount-dublin-4/6117368
940,double,House,"Saint James'S Terrace, Dublin 8, South Circular Road, Dublin 8",https://www.daft.ie/share/saint-jamess-terrace-dublin-8-south-circular-road-dublin-8/6124523
850,single,House,"Ellesmere avenue, Dublin 7",https://www.daft.ie/share/ellesmere-avenue-dublin-7/6128857
950,single,Apartment,"Apartment 292, Block 6, Parklands, Northwood, Dubl, Dublin 9",https://www.daft.ie/share/apartment-292-block-6-parklands-northwood-dubl-dublin-9/6138623
790,single,House,"Dublin 24, Firhouse, Dublin 24",https://www.daft.ie/share/dublin-24-firhouse-dublin-24/6121130
850,double,House,"Ratoath Estate,Dublin 7, Navan Road (D7), Dublin 7",https://www.daft.ie/share/ratoath-estate-dublin-7-navan-road-d7-dublin-7/6138486
1000,single,House,"91 Donnycarney Road, Dublin 9, Donnycarney, Dublin 9",https://www.daft.ie/share/91-donnycarney-road-dublin-9-donnycarney-dublin-9/6117537
