price,beds,baths,prop_type,address,link
1832,0,0,Studio,"Barnoaks, The Green, Citywest, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-studios-barnoaks-the-green-citywest-co-dublin/5641635
1980,1,1,Apartment,"Barnoaks, The Green, Citywest, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bed-barnoaks-the-green-citywest-co-dublin/5527929
2177,1,1,Apartment,"U Clay Farm, Clay Farm Leopardstown, Leopardstown, Dublin 18",https://www.daft.ie/for-rent/apartment-4th-floor-1-bedroom-u-clay-farm-clay-farm-leopardstown-leopardstown-dublin-18/3946910
2669,2,2,Apartment,"U Clay Farm, Clay Farm Leopardstown, Leopardstown, Dublin 18",https://www.daft.ie/for-rent/apartment-2-bed-apartment-u-clay-farm-clay-farm-leopardstown-leopardstown-dublin-18/5983988
2696,2,2,House,"Castle Walk, Castle Way, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/house-2-bedroom-house-castle-walk-castle-way-cherrywood-co-dublin/4494414
3315,3,2,House,"Castle Walk, Castle Way, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/house-3-bedroom-house-castle-walk-castle-way-cherrywood-co-dublin/4004277
2132,0,0,Studio,"The Grange Residence , Brewery Road, Stillorgan, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-studio-apartment-the-grange-residence-brewery-road-stillorgan-co-dublin/5374243
2199,1,1,Apartment,"The Grange Residence , Brewery Road, Stillorgan, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-the-grange-residence-brewery-road-stillorgan-co-dublin/5374242
2666,2,1,Apartment,"Belvoir by Havitat presents Kilmacud House , Upper Kilmacud Road, Stillorgan, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bed-belvoir-by-havitat-presents-kilmacud-house-upper-kilmacud-road-stillorgan-co-dublin/3723149
2946,2,2,Apartment,"Alto Frascati, Frascati Road, Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bedroom-alto-frascati-frascati-road-blackrock-co-dublin/3926909
1895,0,0,Studio,"Marietta Woods, Castle Park Road, Dalkey, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-studio-apartment-marietta-woods-castle-park-road-dalkey-co-dublin/4552280
2898,2,2,Apartment,"Marietta Woods, Castle Park Road, Dalkey, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-marietta-woods-castle-park-road-dalkey-co-dublin/4552257
3500,2,2,Apartment,"Tara View , Merrion Road, Ballsbridge, Dublin 4, Dublin 4",https://www.daft.ie/for-rent/apartment-27-tara-view-tara-view-merrion-road-ballsbridge-dublin-4-dublin-4/5619919
5250,3,2,Apartment,"Tara View , Merrion Road, Ballsbridge, Dublin 4, Dublin 4",https://www.daft.ie/for-rent/apartment-33-tara-view-tara-view-merrion-road-ballsbridge-dublin-4-dublin-4/5900049
N/A,0,0,Studio,"Stoneybatter Place, Rope Walk, 20 Stoneybatter, Dublin 7, D07 NP2K, Dublin 7",https://www.daft.ie/for-rent/studio-apartment-studio-apartment-stoneybatter-place-rope-walk-20-stoneybatter-dublin-7-d07-np2k-dublin-7/6140700
2059,0,0,Studio,"Mespil Estate, Sussex Road, Dublin 4",https://www.daft.ie/for-rent/studio-apartment-studio-mespil-estate-sussex-road-dublin-4/4514637
2357,1,1,Apartment,"Mespil Estate, Sussex Road, Dublin 4",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-mespil-estate-sussex-road-dublin-4/4514636
1962,1,1,Apartment,"U Rathborne , Rathborne, Ashtown, Dublin 15",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-u-rathborne-rathborne-ashtown-dublin-15/4532023
1326,1,1,Apartment,"Griffin Point, Hole in The Wall Road, Dublin 13",https://www.daft.ie/for-rent/apartment-1-bed-apartment-griffin-point-hole-in-the-wall-road-dublin-13/6140272
1478,2,1,Apartment,"Griffin Point, Hole in The Wall Road, Dublin 13",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-griffin-point-hole-in-the-wall-road-dublin-13/6140271
2083,1,1,Apartment,"Occu Verville, Vernon Avenue, Clontarf, Dublin 3",https://www.daft.ie/for-rent/apartment-1-bed-occu-verville-vernon-avenue-clontarf-dublin-3/3753088
2479,2,2,Apartment,"Occu Verville, Vernon Avenue, Clontarf, Dublin 3",https://www.daft.ie/for-rent/apartment-2-bed-occu-verville-vernon-avenue-clontarf-dublin-3/3753091
2256,3,3,House,"Occu Hollywoodrath, Hollywoodrath, Hollystown, Dublin 15",https://www.daft.ie/for-rent/house-3-bedroom-house-occu-hollywoodrath-occu-hollywoodrath-hollywoodrath-hollystown-dublin-15/3967749
3451,3,2,Apartment,"Occu Strand View, Howth Road, Raheny, Dublin 5",https://www.daft.ie/for-rent/apartment-2-bed-plus-study-penthouse-occu-strand-view-occu-strand-view-howth-road-raheny-dublin-5/3777736
2095,1,1,Apartment,"Occu Brookwood, St. Brigid's Road, Killester, Dublin 5",https://www.daft.ie/for-rent/apartment-1-bed-occu-brookwood-st-brigids-road-killester-dublin-5/4506603
3190,3,3,Apartment,"Occu Brookwood, St. Brigid's Road, Killester, Dublin 5",https://www.daft.ie/for-rent/apartment-3-bed-apartment-occu-brookwood-st-brigids-road-killester-dublin-5/4647129
2250,1,1,Apartment,"Occu East Village, Leopardstown, Dublin 18, Clay Farm Drive, Leopardstown, Dublin 18",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-occu-east-village-leopardstown-dublin-18-clay-farm-drive-leopardstown-dublin-18/5341470
2508,2,2,Apartment,"Occu East Village, Leopardstown, Dublin 18, Clay Farm Drive, Leopardstown, Dublin 18",https://www.daft.ie/for-rent/apartment-2-bed-apartment-occu-east-village-leopardstown-dublin-18-clay-farm-drive-leopardstown-dublin-18/5341480
3000,2,1,Apartment,"Occu Hanover Mills, Dublin 2, Creighton Street, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bed-apartment-occu-hanover-mills-dublin-2-creighton-street-dublin-2/5897258
3200,2,2,Apartment,"Occu Hanover Mills, Dublin 2, Creighton Street, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bed-2-bath-apartment-occu-hanover-mills-dublin-2-creighton-street-dublin-2/5897256
