price,beds,baths,prop_type,address,link
1850,0,0,Studio,"Rathmines House, *** ALL BILLS INCLUDED ***, Dublin 6",N/A
2100,0,0,Studio,"Rathmines House, *** ALL BILLS INCLUDED ***, Dublin 6",N/A
1269,0,0,Studio,"Apartment 8, 157 Clonliffe Road, Drumcondra, Dublin 3",N/A
1381,1,1,Apartment,"Flat 1, 605 North Circular Road, Ballybough, Dublin 3",N/A
1292,0,0,Studio,"Apartment 4 , 69 Drumcondra Road Lower, Drumcondra, Dublin 9",N/A
1184,0,0,Studio,"Apartment 1, 31 Victoria Street, Portobello, Dublin 8",N/A
3000,3,1,Apartment,"4, 25 North Circular Road, North Circular Road, Dublin 7",N/A
1500,0,0,Studio,"Apartment 1, 91 South Circular Road, Dublin 8",N/A
2185,2,1,Apartment,"Apartment 3, 66 Rathmines Road Upper, Rathgar, Dublin 6",N/A
6000,2,2,Apartment,"The Barrington, Lansdowne Place, Ballsbridge, Dublin 4",N/A
1630,1,1,Apartment,"55 Mountjoy Square West, Dublin 1, Dublin 1",N/A
2495,2,2,Apartment,"Second Floor, Block A, Castle Gate, Christchurch, Dublin 8",N/A
4168,4,4,House,"10a Chelmsford Lane, Dublin 6, Ranelagh, Dublin 6",N/A
4654,5,2,House,"4 Taney Drive, Dundrum, Kilmacud, Co. Dublin",N/A
2500,2,1,House,"Binn Eadair View, Sutton, Sutton, Dublin 13",N/A
6000,4,3,House,"24 Leeson Park, Ranelagh, Dublin 6",N/A
3018,2,2,Apartment,"Shrewsbury Square, Ballsbridge, Dublin 4",N/A
2550,3,1,House,"Glencarrig, Firhouse, Dublin 24",N/A
3800,4,1,House,"The Paddock,Dublin 7, Ashtown, Dublin 7",N/A
2850,1,1,Apartment,"21 Grand Canal Place, Sandwith Street Upper, Dublin 2",N/A
N/A,1,1,House,"Flat 1, 22 Beresford Street, Dublin 7, Smithfield, Dublin 7",N/A
1648,2,2,Apartment,"14 Phibblestown House, Phibblestown, Ongar, Dublin 15",N/A
3365,3,2,House,"Northumberland Place, Dublin 4",N/A
1179,0,0,Studio,"Flat 2, 25 Chelmsford Road, Ranelagh, Dublin 6",N/A
1795,1,1,Apartment,"Apartment 5, 57/58 Dorset Street Lower, North Circular Road, Dublin 1",N/A
2787,2,2,Apartment,"Apartment 9, House 11, Linden Square, Grove Avenue, Stillorgan, Co. Dublin",N/A
1950,1,1,Apartment,"Apartment 58, Block A, Mellowes Quay, Dublin 8",N/A
2208,3,2,Apartment,"37 The Crescent, Larch Hill, Kilmore, Dublin 5",N/A
4000,3,3,House,"Embassy Mews, 96 Waterloo Lane, Ballsbridge, Dublin 4",N/A
4950,3,3,House,"5 Pembroke Place, Dublin 2, Dublin 2",N/A
2025,1,1,Apartment,"Eastmoreland Court, Eastmoreland Place, Ballsbridge, Dublin 4",N/A
5370,5,3,House,"1 Bloyke, Harbour Road, Dalkey, Co. Dublin",N/A
1200,0,0,Studio,"24 Belvedere Place, North Circular Road, Dublin 1",N/A
9950,4,3,House,"55 Waterloo Road, Dublin 4",N/A
2160,1,1,Apartment,"Apt 3, 10 Sydenham Road, Ballsbridge, Ballsbridge, Dublin 4",N/A
1676,1,1,Apartment,"Apartment 97, 109 Parnell Street, Dublin 1",N/A
4450,3,3,House,Cullenswood Place,N/A
2270,2,1,Apartment,"Hanover Court, Hanover Lane (off Francis St)",N/A
1900,1,1,Apartment,"Kings Court, Parnell Street",N/A
1950,1,1,Apartment,"lamb alley, Christchurch, Dublin 8",N/A
2000,1,1,House,"Harold's Cross Cottages, Dublin 6, Harold's Cross, Dublin 6",N/A
1800,0,0,Studio,"60 Pembroke Road, Dublin 4, Ballsbridge, Dublin 4",N/A
2200,2,2,Apartment,"Sandyford View, Sandyford, Sandyford, Dublin 18",N/A
2335,2,1,House,"Temple Cottages,Dublin 7, Phibsborough, Dublin 7",N/A
1975,1,1,Apartment,"Flat 3 , 230 South Circular Road, Dublin 8, South Circular Road, Dublin 8",N/A
3800,3,3,House,"Rafter's Court, Rafters Road, Drimnagh, Dublin 12",N/A
2700,2,1,Apartment,"17 Lansdowne Crescent, Lansdowne Park, Dublin 4, Dublin 4",N/A
2700,2,2,Apartment,"Apartment 34, Cedarhurst Road, Phoenix Park Raceco, Navan Road (D7), Dublin 7",N/A
3000,1,1,Apartment,"78 francis street, Dublin 8",N/A
2261,2,2,Apartment,"Richmond Road, Fairview, Dublin 3",N/A
2600,2,1,House,"2 bed house in North Docklands, Dublin 3, Ballybough, Dublin 3",N/A
2250,2,1,Apartment,"58 Ellesmere Avenue, Dublin 7, North Circular Road, Dublin 7",N/A
3000,3,2,Apartment,"Skelligs Court, Waterville, Blanchardstown, Dublin 15",N/A
2990,2,2,Apartment,"Ashurst,Mount Merrion Avenue,Blackrock,Co. Dublin, Stillorgan, Co. Dublin",N/A
2650,2,2,Apartment,"Spencer Dock, IFSC, Dublin 1",N/A
2090,1,1,House,"Dundrum Road, Dundrum, Dublin 14",N/A
2000,2,1,House,"Caledon Road, Dublin 3, East Wall, Dublin 3",N/A
1550,0,0,Studio,"Stillorgan Road, Donnybrook, Dublin 4, Donnybrook, Dublin 4",N/A
2900,3,1,Apartment,"The George,Charlotte Quay Dock,Ringsend Road,Dublin 4, Hanover Quay, Dublin 2",N/A
4000,4,3,House,"Inish Samer, 156 Dublin Road, Sutton, Sutton, Dublin 13",N/A
2300,2,1,Apartment,"92 Dorset Street Upper, Dublin 1",N/A
3850,2,1,House,"Strand Road, Dublin 4, Sandymount, Dublin 4",N/A
1610,1,1,Apartment,"Flat 4, 52 Grove Park, Dublin 6, Rathmines, Dublin 6",N/A
1300,1,1,Apartment,"Rathgar,Dublin 6, Rathgar, Dublin 6",N/A
2400,2,2,Apartment,"Stocking Wood Hall, Stocking Avenue, Knocklyon, Dublin 16",N/A
2300,2,2,House,"Off Stiles Road, Clontarf, Dublin 3",N/A
1950,1,1,Apartment,"North Circular Road, Stoneybatter, Dublin 7",N/A
1750,0,0,Studio,"Flat 3, 34 Summer Street North, Dublin 1, North Circular Road, Dublin 1",N/A
2950,3,2,House,"Abbeyfield, Dublin 6, Milltown, Dublin 6",N/A
2600,2,1,Apartment,"Lissenfield, Rathmines, Dublin 6",N/A
2500,2,2,Apartment,"Waterville Terrace,Waterville,Dublin 15, Ballycoolin, Dublin 15",N/A
1240,0,0,Studio,"Harrington street, Portobello, Dublin 8",N/A
1850,1,1,Apartment,"Apartment 8, Chandlers Guild, Kilmainham, Dublin 8",N/A
2526,2,2,Apartment,"Slaney House, Custom House Square, IFSC, Dublin 1",N/A
2500,2,1,,"Windmill Lane Apartments,Windmill Lane,Dublin 2, Grand Canal Dock, Co. Dublin",N/A
2600,2,1,Apartment,"Shelbourne Park - Sth Lotts Road, Ringsend, Dublin 4",N/A
3800,3,2,,"57c Foxrock Avenue, Dublin 18, Foxrock, Co. Dublin",N/A
2500,2,1,House,"6 Otterbrook, Willbrook Road, Dublin 14",N/A
1520,0,0,Studio,"2 Huxley Crescent, off Cork Street, Dublin 8",N/A
2000,1,1,Apartment,"Apartment 4, 213a Larrissa Court, Kimmage, Dublin 6W",N/A
17000,14,14,House,"3 Clonskeagh Road, Dublin 6, Milltown, Dublin 6",N/A
1600,0,0,Studio,"Terenure Studio, Terenure, Dublin 6W",N/A
2695,2,2,Apartment,"28 Symphony House Adelaide Rd, Dublin 2",N/A
2001,1,1,Apartment,"Apartment 54, The Beeches, Saint Edmunds Avenue, Dublin 20",N/A
2300,1,1,House,"20a Bath Avenue Gardens, Dublin 4, Sandymount, Dublin 4",N/A
7200,7,4,House,"11 The Crescent, Kingswood Heights, Kingswood, Dublin 22",N/A
4950,4,3,House,"Kimmage Road Lower, Harold's Cross, Dublin 6W",N/A
3600,3,2,House,"8 Woodview Park, Castleknock, Dublin 15, Navan Road (D7), Dublin 7",N/A
2500,3,2,House,"Pinewood Avenue, Glasnevin, Dublin 11",N/A
N/A,0,0,Studio,"Templeogue Road, Templeogue, Dublin 6W",N/A
2148,2,2,Apartment,"Apartment 10, Chapelgate, Saint Alphonsus' Road Upper, Drumcondra, Dublin 9",N/A
2600,2,1,Apartment,"Apartment 3, 101-103 Francis Street, Dublin 8",N/A
2040,2,1,Apartment,"Donn Rua, Castleknock Road, Castleknock, Dublin 15, Castleknock, Dublin 15",N/A
2737,2,1,Apartment,"Apartment 53, Canon Hall, IFSC, Dublin 1",N/A
2942,2,1,Apartment,"Hanover Dock, Grand Canal Dock, Dublin 2",N/A
2750,2,2,Apartment,"Apartment 2, 24 Herbert Place, Dublin 2",N/A
2300,1,1,Apartment,"The Oaks, Herbert Park Lane, Ballsbridge, Dublin 4",N/A
2300,2,1,Apartment,"Apartment 4, Rosevale Apartments, Raheny, Dublin 5",N/A
7650,8,2,House,"Naomh Anton, 129 Iveragh Road, Whitehall, Dublin 9",N/A
4350,3,2,Apartment,"Forbes Quay Apartments, Grand Canal Dock, Dublin 2",N/A
3986,4,3,House,"9 The Court, Donnybrook Castle, Stillorgan Road, Donnybrook, Dublin 4",N/A
2209,1,1,Apartment,"Ardilea Crescent, Goatstown, Dublin 14",N/A
2800,2,1,Apartment,"40 Baggot Street Upper, Ballsbridge, Dublin 4",N/A
4000,5,3,House,"3 Roseacre, Kilgobbin Road, Sandyford, Dublin 18",N/A
1600,1,1,Apartment,"Benmadigan Road, Dublin 12, Drimnagh, Dublin 12",N/A
2200,2,2,Apartment,"15b Crumlin Village, Crumlin, Co. Dublin",N/A
2700,3,3,House,"327 Collinswood, Collinswood, Dublin 9",N/A
3100,3,2,House,"9 Belarmine Heath, Belarmine, Stepaside, Dublin 18",N/A
1695,1,1,Apartment,"Castlewood Avenue, Rathmines, Dublin 6",N/A
4500,4,3,House,"Grianan, 37 Belgrave Road, Ranelagh, Dublin 6",N/A
1350,0,0,Studio,"Coolmine, Dublin 15, Coolmine, Dublin 15",N/A
2600,2,2,Apartment,"76 The Crescent, Carrickmines Manor, Dublin 18, Carrickmines, Dublin 18",N/A
4000,5,3,House,"Mount Symon Green,Clonsilla,Dublin 15, Clonsilla, Dublin 15",N/A
3059,2,2,House,"Rose Cottage, Mill Lane, Palmerstown, Dublin 20",N/A
2950,3,1,House,"Woodfarm Avenue, Dublin 20, Palmerstown, Dublin 20",N/A
3400,4,3,House,"The Avenue, Scholarstown Wood, Ballyboden, Dublin 16",N/A
2400,2,1,Apartment,"Christchurch View, Christchurch, Dublin 8",N/A
2200,2,1,Apartment,"Grange House, Rathfarnham, Dublin 16",N/A
1750,1,1,Apartment,"Belfield Park,Stillorgan Road,Blackrock,Co. Dublin, Booterstown, Co. Dublin",N/A
2400,2,1,Apartment,"24 Ratoath Drive, Dublin 11, Finglas, Dublin 11",N/A
2500,3,1,House,"2 Spawell Cottage,Tallaght Road,Dublin 6w, Templeogue, Dublin 6W",N/A
1850,1,1,Apartment,"Lissadel Avenue,Dublin 12, Drimnagh, Dublin 12",N/A
N/A,0,0,Studio,"Orlagh Grove, Knocklyon, Dublin 16",N/A
1150,1,1,Apartment,"Mourne Road, Drimnagh, Dublin 12",N/A
3859,2,2,Apartment,"Donnybrook Gardens, Donnybrook, Dublin 4",N/A
2150,2,1,House,"The Court High Park, Drumcondra, Dublin 3",N/A
2500,2,2,Apartment,"Smithfield Market, Dublin 7",N/A
2100,1,1,Apartment,"Apartment 93, The Westmoreland, Dublin 4",N/A
3395,3,1,House,"Mountjoy, Dublin 1, North Circular Road, Dublin 1",N/A
1802,1,1,Apartment,"Apartment, Botanic Hall, Addison Avenue, Dublin 11",N/A
3389,2,2,Apartment,"Hanover Dock, Grand Canal Dock, Dublin 2",N/A
3500,2,2,Apartment,"Apartment 7, 18 Baggot Street Lower, Dublin 2",N/A
3560,2,2,Apartment,"18-21 Mount Street Lower, Dublin 2",N/A
3156,4,2,House,"The Green, Carrickmines Manor, Carrickmines, Dublin 18",N/A
2100,1,1,Apartment,"Apartment 81 , 109 Parnell Street, Dublin 1",N/A
4000,4,2,House,"Beaumont Road, Beaumont, Dublin 9",N/A
3500,4,1,House,"Collins Avenue, Donnycarney, Dublin 9",N/A
5500,3,2,House,"1 Cove Terrace, Sandycove Avenue East, Sandycove, Co. Dublin",N/A
3700,3,2,House,"45 Donnybrook Manor, Dublin 4, Donnybrook, Dublin 4",N/A
2565,3,1,House,"Maple Drive, Castleknock, Castleknock, Dublin 15",N/A
3465,2,2,House,"Margaret Place, Bath Avenue, Sandymount, Dublin 4",N/A
2600,3,1,House,"Clonshaugh park, Coolock, Dublin 5",N/A
3300,2,2,Apartment,"College Green Apartments,25 Saint Andrew Street, Dublin 2, Temple Bar, Dublin 2",N/A
4800,4,4,House,"6 Linden Place, Grove Avenue, Blackrock, Stillorgan, Co. Dublin",N/A
3000,2,2,Apartment,"Apartment 213 Kilmainham Square, Kilmainham, Dublin 8",N/A
3600,2,2,Apartment,"Apartment 5 , Raglan Hall, Clyde Road, Dublin 4, Donnybrook, Dublin 4",N/A
800,0,0,Studio,"96 Cabra Park, Dublin 7, Phibsborough, Dublin 7",N/A
1775,2,1,Apartment,"Rosedale crescent, Clonee, Dublin 15",N/A
2450,2,1,Apartment,"Long Meadows, Islandbridge, Dublin 8",N/A
N/A,0,0,Studio,"Upper Buckingham Street, Dublin 1, Dublin 1",N/A
1700,1,1,Apartment,"Flat Drumcondra Road Lower, Drumcondra, Dublin 9",N/A
1321,0,0,Studio,"Eden Park, Summerhill Road, Dun Laoghaire, Co. Dublin",N/A
1798,1,1,Apartment,"Apartment, Valencia House, North Circular Road, Dublin 7",N/A
1300,1,1,Apartment,"Drumcondra Road Lower, Drumcondra, Dublin 9",N/A
2750,2,1,House,"22 Athlumney Villas, Dublin 6, Ranelagh, Dublin 6",N/A
N/A,1,1,Apartment,"Kenilworth Park, Harold’s Cross, Dublin 6w, Harold's Cross, Dublin 6W",N/A
3400,3,1,House,"Larkhill Road, Whitehall, Dublin 9",N/A
2361,3,1,House,"39 Errigal Road, Drimnagh, Dublin 12",N/A
1200,0,0,Studio,"Tyrrelstown , Tyrrelstown, Dublin 15",N/A
N/A,0,0,Studio,"8 wood lane smithfield d07vh22, Killester, Dublin 5",N/A
1720,1,1,Apartment,"65 Gardiner Street Lower, Dublin 1, Dublin 1",N/A
1500,1,1,Apartment,"Flat 1, 38 South Circular Road, Dublin 8, Portobello, Dublin 8",N/A
1300,1,1,Apartment,"Apartment 1, 71a , Belmayne Avenue, Belmayne, Dubl, Clongriffin, Dublin 13",N/A
2950,2,2,Apartment,"The Links, Elmpark, Merrion, Dublin 4",N/A
3000,3,2,House,"Emmet Street, Dublin 1, North Circular Road, Dublin 1",N/A
2900,2,2,Apartment,"St , Patrick's Court . Clanbrassil St . Dublin 8, Dublin 8",N/A
1932,1,1,Apartment,"Apartment 38, Tibradden, The Crescent, Knocklyon, Dublin 16",N/A
1165,0,0,Studio,"Cill Cais, Oldbawn, Tallaght, Dublin 24",N/A
1980,2,2,Apartment,"Apartment 127, Charlestown Place",N/A
2850,3,1,House,"73 Bayside Walk, Sutton, Bayside, Dublin 13",N/A
1400,1,1,Apartment,"Allenton Dublin 24, Tallaght, Dublin 24",N/A
3980,2,2,Apartment,"Donnybrook Gardens, Donnybrook, Dublin 4",N/A
2575,3,1,Apartment,"Crumlin Road, Dublin 12, Drimnagh, Dublin 12",N/A
1537,0,0,Studio,"Drumderg Court, Dublin 3",N/A
10250,4,3,House,"83 Ashfield Road, Dublin 6, Ranelagh, Dublin 6",N/A
16300,5,7,House,"17 Raglan Road, Dublin 4, Ballsbridge, Dublin 4",N/A
4000,3,3,House,"11 The Meadows, Meadow Close, Blackrock, Co. Dublin",N/A
13450,5,5,House,"12 Raglan Road, Dublin 4, Ballsbridge, Dublin 4",N/A
2950,2,1,Apartment,"Brookfield Anglesea Rd., Ballsbridge, Dublin 4",N/A
2850,1,1,Apartment,"Grand Canal Place One-Bedroom Apartment, Dublin 2",N/A
2195,2,1,Apartment,"4 Hibernia, De Vesci Court, The Slopes, Dun Laogha, Monkstown, Co. Dublin",N/A
N/A,0,0,Studio,"Tonlegee Road, Ard Na Greine, Dublin 13",N/A
3000,2,2,Apartment,"Apartment 70, College Gate, Townsend Street, Dubli, Dublin 2",N/A
1390,0,0,Studio,"Sherrard Street Lower, Dublin 1, North Circular Road, Dublin 1",N/A
4000,5,2,House,"Moyville,Rathfarnham,Dublin 16, Ballyboden, Dublin 16",N/A
1660,2,1,House,"104 Caledon Road, Dublin 3, East Wall, Dublin 3",N/A
2194,1,1,Apartment,"Apartment 7 , Swift House, Ardilaun Court, Christchurch, Dublin 8",N/A
1804,1,1,Apartment,"Apartment 18, King's Court, Dublin 1",N/A
2901,3,2,Apartment,"Apartment 124, Premier Square, Dublin 11",N/A
2285,2,1,House,"11 Killala Road, Dublin 7, Cabra, Dublin 7",N/A
2700,4,3,House,"Mulberry Crescent,Castleknock,Dublin 15, Carpenterstown, Dublin 15",N/A
1800,1,1,House,"32 Park Street West, Dublin 10, Inchicore, Dublin 8",N/A
3000,3,2,House,"Parkside Place, Balgriffin , Donaghmede, Dublin 13",N/A
3950,3,2,House,"37 Hollywood Drive, Dublin 14, Goatstown, Dublin 14",N/A
1300,1,1,Apartment,"Citywest Drive , Citywest, Co. Dublin",N/A
2750,2,2,Apartment,"Kiln View, Leopardstown, Dublin 18",N/A
2250,2,2,House,"Daleview Park, Dale View, Ballybrack, Ballybrack, Co. Dublin",N/A
2500,2,2,Apartment,"Ormond Quay Lower, Dublin 2",N/A
2485,2,1,House,"Adealide Terrace, Kilmainham, Dublin 8",N/A
6500,4,3,House,"124 Leeson Street Upper, Donnybrook, Dublin 4",N/A
4000,2,2,Apartment,"Apartment 52, Donnybrook Gardens, Greenfield Park, Belfield, Dublin 4",N/A
2300,2,1,Apartment,"Apartment 76, Eglington, Donnybrook Castle , Dublin 4",N/A
4345,2,2,House,"Newgrove Avenue, Sandymount, Dublin 4, Sandymount, Dublin 4",N/A
4000,3,1,House,"9 Millmount Grove, Dublin 14, Windy Arbour, Dublin 14",N/A
1800,1,1,Apartment,"Butterfield Avenue Rathfarnham D14, Dublin 14",N/A
N/A,0,0,Studio,"Mayberry Road, Kilnamanagh, Dublin 24",N/A
1750,1,1,Apartment,"Whatley Hall, Archerswood, Dublin 15, Huntstown, Dublin 15",N/A
1700,0,0,Studio,"Studio in Larkhill Road, Dublin 9 **All bills are included **, Whitehall, Dublin 9",N/A
3000,2,1,Apartment,"Waterloo Road, Ballsbridge, Dublin 4",N/A
1600,1,1,Apartment,"6 Mountjoy Square North, Dublin 1, Dublin 1",N/A
2800,3,2,House,"4 Glenamuck Road South, Dublin 18, Carrickmines, Dublin 18",N/A
2100,2,1,Apartment,"Tenterfields, South Brown Street, Dublin 8",N/A
3600,4,3,House,"6 Mercer Close, Dublin 18, Cherrywood, Co. Dublin",N/A
2500,2,2,Apartment,"42 sycamore house, silverbanks, Baldoyle, Dublin 13",N/A
3500,4,3,House,"Egremont, Church Road, Killiney, Ballybrack, Co. Dublin",N/A
2700,2,2,House,"Off Clonskeagh Road, Clonskeagh, Dublin 14",N/A
1800,1,1,Apartment,"Apartment 68, The Plaza, Ballymun, Dublin 9",N/A
4049,5,3,House,"25 Prospect Meadows, Stocking Lane, Rathfarnham, Dublin 16",N/A
4250,4,3,House,"37 The Palms, Roebuck Road, Clonskeagh, Dublin 14",N/A
1600,1,1,Apartment,"22 Willow Road, Ballinteer, Dublin 16",N/A
3000,2,2,Apartment,"Smithfield Market, Dublin 7, Smithfield, Dublin 7",N/A
2800,1,1,Apartment,"Merchamp, Seafield Road East, Clontarf, Dublin 3",N/A
4800,3,2,House,"25 Shrewsbury, Dublin 4, Sandymount, Dublin 4",N/A
3600,1,1,Apartment,"Apartment 35, The Oaks, Herbert Park Lane, Ballsbridge, Dublin 4",N/A
3800,2,1,Apartment,"Glenesk, Sandymount, Dublin 4",N/A
3200,1,1,Apartment,"Merchamp, Seafield Road East, Clontarf, Dublin 3",N/A
3750,3,1,House,"29 Saint Fintan'S Park, Deansgrange, Blackrock, Co, Deansgrange, Co. Dublin",N/A
2028,2,1,Apartment,"Flat 2, 15 Bow Bridge, Dublin 8, Kilmainham, Dublin 8",N/A
2600,3,2,House,"Oldcourt Lawn,Dublin 24, Firhouse, Dublin 24",N/A
2894,2,2,Apartment,"Marietta Woods, Castlepark Road, Dalkey, Dalkey, Co. Dublin",N/A
3000,3,2,House,"68 Tudor Lawns, Dublin 18, Foxrock, Dublin 18",N/A
4750,5,4,House,"20 The Paddocks, Clontarf, Dublin 3",N/A
1790,1,1,Apartment,"Apartment 240, Charlestown Place, Finglas, Dublin 11",N/A
1790,0,0,Studio,"Cambridge Villas, Ranelagh, Dublin 6",N/A
4495,5,2,House,"18 La Vista Avenue, Sutton, Sutton, Dublin 13",N/A
15000,5,6,House,"Howth to Rent, Fairview, Dublin 3",N/A
2275,2,1,Apartment,"Apartment 19, Blackhall View, Arbour Hill, Dublin 7",N/A
2200,2,1,Apartment,"Beechmount Drive, Clonskeagh, Dublin 14",N/A
2335,3,1,House,"11 Montpelier View, Dublin 24, Jobstown, Dublin 24",N/A
1900,3,1,House,"Donomore Park, Tallaght, Dublin 24",N/A
1700,1,1,Apartment,"Shalimar, Monastery Road, Clondalkin, Dublin 22",N/A
2500,2,1,House,"Oak Apple Green, Rathgar, Dublin 6",N/A
4134,3,4,House,"Ringsend Road, Ringsend, Dublin 4",N/A
2016,1,1,Apartment,"Type A, Glenamuck Manor, Glenamuck Road, Dublin 18",N/A
2374,2,2,Apartment,"Type B , Glenamuck Manor, Glenamuck Road, Dublin 18",N/A
2550,1,1,Apartment,"1 Bedroom, Sandford Lodge, Sandford Lodge, Ranelagh, Dublin 6, Ranelagh, Dublin 6",N/A
